cpg,gene,in_type2_panel,type2_match
cg22961457,LIME1;SLC2A4RG,False,
cg22972402,-,False,
cg22975671,BCL6B,False,
cg22981555,-,False,
cg22987267,BNIP3L,False,
cg22989958,DOK1,False,
cg22999864,-,False,
cg23005227,CISH,False,
cg23008083,ITGB6,False,
cg23011788,FRMD4A,False,
cg23013309,-,False,
cg23023466,KCNK1,False,
cg23036213,CAP2,False,
cg23039471,AKAP5,False,
cg23039807,-,False,
cg23042148,DNMT3A,False,
cg23044178,MICAL2,False,
cg23049429,ATP11A,False,
cg23052055,TP73,False,
cg23059452,SLC28A3,False,
cg23067782,MFAP3L,False,
cg23068621,-,False,
cg23072008,RASGRP4,False,
cg23079063,-,False,
cg23086176,RUNX3,False,
cg23090159,VKORC1L1,False,
cg23090653,-,False,
cg23104436,-,False,
cg23106940,-,False,
cg23109891,SOX10,False,
cg23110005,PTHLH,False,
cg23113350,TGFBR3,False,
cg23116504,TTLL8,False,
cg23124641,-,False,
cg23127986,-,False,
cg23128949,NCOR2,False,
cg23144852,OPA1,False,
cg23147443,KCNH2,False,
cg23154495,-,False,
cg23161218,TNFSF13;TNFSF12-TNFSF13,False,
cg23163200,C21orf62,False,
cg23169883,ADAMTS14,False,
cg23173910,ACTG2,False,
cg23178546,PTPRN2,False,
cg23181899,LPP,False,
cg23184756,-,False,
cg23196129,-,False,
cg23198262,-,False,
cg23198334,ADK,False,
cg23198815,-,False,
cg23200342,ZNF540,False,
cg23202177,NHLH2,False,
cg23202926,RASGEF1A,False,
cg23205629,RNF122,False,
cg23206115,ZDHHC14,False,
cg23208176,-,False,
cg23213230,TRIM13;DLEU2,False,
cg23213327,RSAD2,False,
cg23217419,KIAA1614,False,
cg23217946,ZNF492,False,
cg23217983,SGIP1,False,
cg23218397,USH2A,False,
cg23228450,-,False,
cg23232188,EAF2,False,
cg23250085,-,False,
cg23251858,-,False,
cg23258615,ANXA11,False,
cg23261715,-,False,
cg23268102,-,False,
cg23274561,LMNA,False,
cg23283495,IRF6,False,
cg23295636,FLJ12825;LOC100240734,False,
cg23301462,CNGB3,False,
cg23309046,CDADC1,False,
cg23314594,-,False,
cg23335414,GSG1,False,
cg23338668,-,False,
cg23341085,-,False,
cg23365071,ZNF629,False,
cg23387056,SPON1,False,
cg23395449,-,False,
cg23398700,HOMER1,False,
cg23401251,IFT172,False,
cg23403750,CCDC112,False,
cg23408104,-,False,
cg23408558,-,False,
cg23414595,ZMAT5,False,
cg23415212,CACNB1,False,
cg23424357,FAM25A,False,
cg23427362,CACNA1C,False,
cg23429698,-,False,
cg23434428,PRKCQ,False,
cg23444251,FGFR2,False,
cg23461615,SLC26A5,False,
cg23464510,FOLR3,False,
cg23465295,-,False,
cg23466001,MRPL10;LRRC46,False,
cg23468699,MIR496;MIR377,False,
cg23473819,PALM,False,
cg23478124,PICALM,False,
cg23490396,LASS6,False,
cg23494863,STAR,False,
cg23532322,BAIAP2,False,
cg23544996,ATP11B,False,
cg23548438,C4orf22,False,
cg23549179,RPH3A,False,
cg23550704,-,False,
cg23574443,LOC100128288,False,
cg23575275,CDKN1A,False,
cg23576807,-,False,
cg23580000,ADCY7,False,
cg23598378,C6orf132,False,
cg23599820,KIAA0195,False,
cg23603027,-,False,
cg23610453,-,False,
cg23621817,CHRNA9,False,
cg23630380,SRCIN1,False,
cg23631229,-,False,
cg23631321,LRRK1,False,
cg23636099,MGC13005,False,
cg23640925,-,False,
cg23641237,-,False,
cg23646343,HIPK2,False,
cg23646614,PTPRJ,False,
cg23650249,EFNA2,False,
cg23657099,C7orf50,False,
cg23674202,FOXK2,False,
cg23693485,GFOD1,False,
cg23694492,TTYH3,False,
cg23695222,-,False,
cg23697796,LOC100188947,False,
cg23704936,-,False,
cg23706836,ANGPT2;MCPH1,False,
cg23716449,GFRA2,False,
cg23716690,KIF1B,False,
cg23717186,ITPKB,False,
cg23728471,SLC4A1,False,
cg23729107,FBXO39,False,
cg23730027,FLNB,False,
cg23735745,GALNT2,False,
cg23736055,C6orf145,False,
cg23738708,C1orf186,False,
cg23754390,CD151,False,
cg23755860,KIAA1217,False,
cg23756143,PC,False,
cg23756264,CPT1A,False,
cg23765633,-,False,
cg23791626,PITPNC1,False,
cg23806196,LOC284632,False,
cg23806894,-,False,
cg23819411,MCF2L2,False,
cg23824902,SLC25A33,False,
cg23834919,-,False,
cg23837109,PLAU;C10orf55,False,
cg23839687,POLG,False,
cg23840797,PLAGL1;HYMAI,False,
cg23845009,ABTB2,False,
cg23850637,-,False,
cg23851685,HTR3B,False,
cg23863619,PRPF40A,False,
cg23865597,DYM,False,
cg23891487,SOCS2,False,
cg23894439,-,False,
cg23895041,FER1L5,False,
cg23895729,KIAA1199,False,
cg23897302,AMN,False,
cg23909173,-,False,
cg23913421,-,False,
cg23914149,-,False,
cg23928468,SLC5A6,False,
cg23938483,C14orf43,False,
cg23940612,-,False,
cg23943829,IL4,True,IL4
cg23955979,-,False,
cg23981354,HECA,False,
cg23983671,SALL3,False,
cg23987336,-,False,
cg23991413,PDE4DIP,False,
cg23999318,HIPK2,False,
cg24002003,-,False,
cg24003508,KLF6,False,
cg24006715,-,False,
cg24021113,C6orf145,False,
cg24023258,LY6K,False,
cg24027965,LYPD6B,False,
cg24027996,-,False,
cg24039732,RGS12,False,
cg24049468,AK3L1,False,
cg24051943,ZBTB12,False,
cg24052964,ARHGAP26,False,
cg24056418,-,False,
cg24058386,C1orf61,False,
cg24058805,PDE4B,False,
cg24060908,CWH43,False,
cg24068468,NET1,False,
cg24082440,MRAP,False,
cg24085039,PWWP2B,False,
cg24087736,-,False,
cg24104567,WNK4,False,
cg24108508,FAM20B,False,
cg24110050,TCTEX1D1,False,
cg24111710,MLL3,False,
cg24120841,THRB,False,
cg24128590,C14orf43,False,
cg24134504,-,False,
cg24136700,RAI1,False,
cg24141663,ADORA1,False,
cg24147582,TYRO3,False,
cg24149295,RASL10B,False,
cg24152080,SCP2,False,
cg24158437,KLHL32,False,
cg24159697,DSTYK,False,
cg24166018,ADAM12,False,
cg24171689,RFTN1,False,
cg24175649,KALRN,False,
cg24178740,FEV,False,
cg24192663,HSPA6,False,
cg24201017,FAM149A,False,
cg24201173,-,False,
cg24211406,C13orf18,False,
cg24215978,LDB2,False,
cg24224501,LRRC17;FBXL13,False,
cg24235581,-,False,
cg24240870,GOSR1,False,
cg24258347,SPON1,False,
cg24258699,MSC,False,
cg24263283,MYO1E,False,
cg24274090,-,False,
cg24283019,-,False,
cg24298409,RASSF1;ZMYND10,False,
cg24312719,EVI5,False,
cg24315815,PLSCR4,False,
cg24321039,MYO5C,False,
cg24327132,PKM2,False,
cg24348573,IL15RA,False,
cg24368226,ADAMTS17,False,
cg24368491,PAR5;SNORD108,False,
cg24368962,SIK2,False,
cg24369185,-,False,
cg24373540,ASTN1,False,
cg24383467,USP47,False,
cg24383507,KCNIP2,False,
cg24437408,-,False,
cg24439448,-,False,
cg24447689,-,False,
cg24458315,CBX1,False,
cg24459209,PRG3,False,
cg24461304,-,False,
cg24479590,CHRNB1,False,
cg24491618,KCNH2,False,
cg24495681,COL14A1,False,
cg24496614,FTH1,False,
cg24504854,FAM20C,False,
cg24508974,-,False,
cg24509916,IGSF9B,False,
cg24513571,SCNN1A,False,
cg24522384,PDHA2,False,
cg24530246,-,False,
cg24536349,LY6K,False,
cg24551579,CLSTN1,False,
cg24570303,-,False,
cg24579422,-,False,
cg24581378,ZAP70,False,
cg24583615,UGGT2,False,
cg24585453,PGM1,False,
cg24613691,-,False,
cg24615157,YWHAG,False,
cg24621258,FBRSL1,False,
cg24628744,H2AFY,False,
cg24629571,NEU4,False,
cg24634060,ARHGEF3,False,
cg24637035,CCDC64,False,
cg24637261,SYNPO2L,False,
cg24639902,PEBP4,False,
cg24643922,-,False,
cg24655262,C17orf59,False,
cg24662698,PAX7,False,
cg24670442,GBP5,False,
cg24686236,TRIO,False,
cg24687055,-,False,
cg24688909,GRAMD4,False,
cg24694018,POLR3GL,False,
cg24699266,-,False,
cg24707200,NTRK1,False,
cg24720008,-,False,
cg24720849,SYT8,False,
cg24742520,UBR4,False,
cg24761567,-,False,
cg24768365,ADAMTS20,False,
cg24794531,TRPC1,False,
cg24805411,CCDC106,False,
cg24806195,-,False,
cg24830738,KCNN2,False,
cg24834394,-,False,
cg24836822,KCNH2,False,
cg24842753,-,False,
cg24852446,RAP1GAP,False,
cg24868292,DNASE2B,False,
cg24870340,-,False,
cg24870483,-,False,
cg24871798,-,False,
cg24899545,RREB1,False,
cg24911837,CCT6P1,False,
cg24914483,-,False,
cg24941195,C7orf65,False,
cg24945231,-,False,
cg24947777,FOXH1,False,
cg24961970,MYO1H,False,
cg24989577,BCAS3,False,
cg24990978,CHD7,False,
cg24999862,LRRK1,False,
cg25000600,DNAH2,False,
cg25002540,GAB1,False,
cg25007447,-,False,
cg25009141,RCC2,False,
cg25011577,MAD1L1,False,
cg25012257,GPC6,False,
cg25012961,ZNF608,False,
cg25017250,APOC4,False,
cg25022327,TP53AIP1,False,
cg25025545,CD83,False,
cg25027273,CHSY1,False,
cg25031824,P2RX1,False,
cg25055946,-,False,
cg25070373,-,False,
cg25074751,RAPGEF4;LOC91149,False,
cg25079568,TCF4,False,
cg25081552,-,False,
cg25087341,PHLDB2;PLCXD2,False,
cg25087851,GPR44,False,
cg25095171,ITPK1,False,
cg25099490,-,False,
cg25103161,MGAT4B,False,
cg25117315,-,False,
cg25121292,-,False,
cg25121513,-,False,
cg25122233,HOXC4;HOXC5;HOXC6,False,
cg25125060,NR2E1,False,
cg25135457,COASY,False,
cg25140190,C18orf1,False,
cg25142479,COL9A1,False,
cg25143771,AS3MT,False,
cg25149155,BCL2L2,False,
cg25163651,-,False,
cg25182523,FAM129A,False,
cg25196440,FHL3,False,
cg25199005,SMYD3,False,
cg25201998,KCNN3,False,
cg25203627,TSNAX-DISC1;DISC1,False,
cg25204233,-,False,
cg25208291,MECOM,False,
cg25211348,CHI3L2,False,
cg25213452,SRGAP2,False,
cg25224369,-,False,
cg25233672,NEURL1B,False,
cg25258843,SOX7,False,
cg25263454,KLK14,False,
cg25268863,EFEMP1,False,
cg25274598,-,False,
cg25301767,C1QL4,False,
cg25303150,PWWP2B,False,
cg25305879,-,False,
cg25313930,FAM124B,False,
cg25316193,-,False,
cg25316569,GRIK4,False,
cg25320749,GPX5,False,
cg25331880,C19orf2,False,
cg25332499,BATF2,False,
cg25340432,CSMD1,False,
cg25341560,SCN1B;HPN,False,
cg25345422,CHMP2A;UBE2M,False,
cg25349034,WWTR1,False,
cg25353142,KCNS1,False,
cg25353287,PKDCC,False,
cg25367758,HCN2,False,
cg25368049,-,False,
cg25368824,IL4,True,IL4
cg25373847,-,False,
cg25380151,ALDH8A1,False,
cg25416125,DGKA,False,
cg25416319,-,False,
cg25417335,-,False,
cg25422895,-,False,
cg25423002,-,False,
cg25424659,RAB3D,False,
cg25428494,HPSE,False,
cg25432300,-,False,
cg25433760,-,False,
cg25435465,MBD3,False,
cg25461290,-,False,
cg25461300,-,False,
cg25473438,TREML2,False,
cg25476713,FLJ10661,False,
cg25485913,-,False,
cg25494227,C12orf59,False,
cg25508319,KCNJ5,False,
cg25520249,CYP2S1,False,
cg25524473,DUSP5,False,
cg25529875,GFOD1,False,
cg25531857,C20orf199,False,
cg25545503,SLC22A2,False,
cg25552889,FAM131A,False,
cg25554935,PET117,False,
cg25562059,MEGF8,False,
cg25565850,OBSL1,False,
cg25567280,RNF13,False,
cg25570278,MMP14,False,
cg25577090,LRRC61,False,
cg25583264,-,False,
cg25587223,GUCY2D,False,
cg25589001,LCOR,False,
cg25594307,WNT10B,False,
cg25597843,-,False,
cg25605731,CALR,False,
cg25608555,SERGEF,False,
cg25611087,PLXNA1,False,
cg25612752,-,False,
cg25613227,ACCN1,False,
cg25614701,RARA,False,
cg25617285,RCOR3,False,
cg25622154,-,False,
cg25626999,NCLN,False,
cg25630514,GATA3,True,GATA3
cg25635352,B3GALNT1,False,
cg25635864,RIN1,False,
cg25641745,-,False,
cg25643253,VKORC1L1,False,
cg25675673,-,False,
cg25676890,-,False,
cg25687507,C12orf49,False,
cg25696972,-,False,
cg25698236,MTNR1A,False,
cg25708364,SLC5A10;FAM83G,False,
cg25709789,TAOK1,False,
cg25717351,NXN,False,
cg25718766,-,False,
cg25732252,ST6GALNAC4,False,
cg25733797,SERGEF,False,
cg25734842,-,False,
cg25735294,-,False,
cg25739938,CPSF3,False,
cg25744957,FLJ36777,False,
cg25749254,KLF6,False,
cg25757820,-,False,
cg25771013,MIR148A,False,
cg25771390,ZNF44,False,
cg25772221,-,False,
cg25786136,-,False,
cg25788793,SLC2A9,False,
cg25789405,-,False,
cg25790298,FNDC3B,False,
cg25795369,-,False,
cg25798605,TMEM91;B9D2,False,
cg25801636,-,False,
cg25813235,SYNGAP1,False,
cg25813345,ASCL3,False,
cg25814752,ITGA7,False,
cg25820960,-,False,
cg25821249,-,False,
cg25843927,AGPS,False,
cg25857307,STAT3,False,
cg25876656,C1orf133;SERTAD4,False,
cg25880810,FMNL2,False,
cg25883219,RIMBP2,False,
cg25892537,MAN2B2,False,
cg25892639,-,False,
cg25917747,-,False,
cg25934198,C9orf139;ABCA2,False,
cg25934495,TNFAIP3,False,
cg25939350,TERT,False,
cg25939647,GPR176,False,
cg25943876,-,False,
cg25958716,HIBCH,False,
cg25960834,C20orf96,False,
cg25964728,TMEM22,False,
cg25966817,ERCC8,False,
cg25968076,AMPD3,False,
cg25973282,-,False,
cg25980042,CELSR1,False,
cg25987102,APOA1,False,
cg25987871,TRAPPC9,False,
cg26001764,EXTL3,False,
cg26002632,DEGS2,False,
cg26011222,-,False,
cg26013992,-,False,
cg26021007,-,False,
cg26024851,IQGAP3,False,
cg26024880,IL28RA,False,
cg26034531,LPPR5,False,
cg26038318,SPAG4,False,
cg26040060,CYTH1,False,
cg26040075,C1orf159,False,
cg26055747,HEATR2,False,
cg26058778,-,False,
cg26070540,COX4I2,False,
cg26101277,CCL1,False,
cg26102082,NGFR,False,
cg26110064,-,False,
cg26115531,-,False,
cg26121810,-,False,
cg26126806,RAI1,False,
cg26127662,HOXA3,False,
cg26137103,-,False,
cg26153096,C1orf210,False,
cg26157803,MIR345;SLC25A29,False,
cg26166595,DKK3,False,
cg26185356,-,False,
cg26200141,SOCS6,False,
cg26203839,DENND3,False,
cg26204079,DGKD,False,
cg26206598,PREX1,False,
cg26212135,-,False,
cg26222247,ANPEP,False,
cg26231267,CAMK1D,False,
cg26235490,ABR,False,
cg26237595,OPCML,False,
cg26247646,KIF1B,False,
cg26248581,-,False,
cg26252077,NFIA,False,
cg26257082,-,False,
cg26263563,C6orf10,False,
cg26263675,RAB37,False,
cg26269677,CRHBP,False,
cg26275373,-,False,
cg26296781,-,False,
cg26300857,KCNAB2,False,
cg26318265,-,False,
cg26325723,ACSS1,False,
cg26328687,MAML2,False,
cg26331172,SEMA6C,False,
cg26332630,C14orf2,False,
cg26335299,C16orf86;C16orf48,False,
cg26335760,RAB6B,False,
cg26343001,-,False,
cg26348259,-,False,
cg26352718,-,False,
cg26357820,RXRB,False,
cg26360697,-,False,
cg26363759,SPSB1,False,
cg26364091,CHADL,False,
cg26371206,BFSP1,False,
cg26379258,TRAF3IP2,False,
cg26385286,GCNT2,False,
cg26385897,NKAIN3,False,
cg26388816,B4GALNT3,False,
cg26392924,SLC23A1,False,
cg26396815,BANK1,False,
cg26401541,-,False,
cg26406563,C1orf175,False,
cg26406924,PAPPA2,False,
cg26411222,-,False,
cg26413708,TRERF1,False,
cg26420795,-,False,
cg26427534,PPFIBP2,False,
cg26429266,MEGF10,False,
cg26429381,-,False,
cg26430059,FOXN3,False,
cg26445608,CPXM1,False,
cg26464796,DHX29,False,
cg26476939,TNXB,False,
cg26480889,-,False,
cg26482164,C20orf197,False,
cg26482939,GNA15,False,
cg26483229,-,False,
cg26487582,ZCCHC4,False,
cg26489413,AMPD3,False,
cg26503178,GEFT,False,
cg26504263,ANKRD6,False,
cg26511108,COMMD3;BMI1,False,
cg26513837,NAP1L4,False,
cg26522239,ANKRD29,False,
cg26530713,CRTC2,False,
cg26546155,RSPRY1,False,
cg26547058,-,False,
cg26549114,-,False,
cg26575389,FAM131B,False,
cg26578856,ZNF69,False,
cg26583560,-,False,
cg26585724,PLIN1,False,
cg26589669,GSTO2,False,
cg26595256,TRIO,False,
cg26595520,LRRC4;SND1,False,
cg26599989,TOLLIP,False,
cg26605046,-,False,
cg26611683,FOXO1,False,
cg26620530,-,False,
cg26624105,RAB11FIP4,False,
cg26628847,PIP,False,
cg26647135,PILRB,False,
cg26653824,-,False,
cg26664206,-,False,
cg26667236,-,False,
cg26667586,CCDC126,False,
cg26667946,SIAH3,False,
cg26675485,PSMB10,False,
cg26686732,FOXA2,False,
cg26690127,PRKD3,False,
cg26697320,-,False,
cg26704293,-,False,
cg26707013,-,False,
cg26717009,GJA3,False,
cg26718357,-,False,
cg26724841,RNF216,False,
cg26729913,AATK,False,
cg26735503,-,False,
cg26735886,TMEM92,False,
cg26737985,-,False,
cg26744079,C10orf41,False,
cg26753208,-,False,
cg26774971,TMEM181,False,
cg26783727,-,False,
cg26784929,-,False,
cg26789365,-,False,
cg26791242,LOC339524,False,
cg26796518,VWF,False,
cg26800893,ATPGD1,False,
cg26803289,NPL,False,
cg26811159,NOX4,False,
cg26815396,PACSIN1,False,
cg26821433,LRP2,False,
cg26827373,ZNF844,False,
cg26827394,UBE2I,False,
cg26839288,HNRNPA3P1,False,
cg26840970,ZNF19,False,
cg26843612,ATXN1,False,
cg26847100,SLC44A2,False,
cg26848248,SSR1,False,
cg26853787,-,False,
cg26858238,DAXX,False,
cg26864028,EPOR,False,
cg26864526,HRH1,False,
cg26865494,DOCK1,False,
cg26870771,HSF4;FBXL8,False,
cg26873132,DENND5A,False,
cg26878190,-,False,
cg26880661,KPNA5,False,
cg26898932,CCDC55,False,
cg26905261,ST18,False,
cg26908276,SSU72,False,
cg26912069,FBXL17,False,
cg26926138,-,False,
cg26934362,LPCAT1,False,
cg26951440,NKX2-3,False,
cg26953137,-,False,
cg26963146,EIF2C2,False,
cg26980692,SLC15A3,False,
cg26985289,CLSTN1,False,
cg26987613,VPS52,False,
cg26988253,LAT,False,
cg26989316,CPT1A,False,
cg27000120,GALNS,False,
cg27000590,PRAGMIN,False,
cg27010076,MCC,False,
cg27013526,-,False,
cg27022531,LRRC1,False,
cg27027763,-,False,
cg27028800,CDC42BPB,False,
cg27034466,-,False,
cg27040525,SIGLEC8,False,
cg27042278,GPR68,False,
cg27046604,SPINT1,False,
cg27051683,PDCD1,False,
cg27057329,-,False,
cg27061485,CBFA2T3,False,
cg27065729,-,False,
cg27067214,CAST,False,
cg27083689,RBP7,False,
cg27088038,SLC24A4,False,
cg27092594,-,False,
cg27097542,-,False,
cg27097762,-,False,
cg27105183,-,False,
cg27106290,CDH12,False,
cg27106643,NFATC1,False,
cg27107970,C17orf70,False,
cg27111890,UBASH3A,False,
cg27119412,VCL,False,
cg27123392,GABPB1,False,
cg27124462,TRIO,False,
cg27129363,NDUFA12,False,
cg27134944,COMMD6,False,
cg27139457,CAPG,False,
cg27156515,SBF2,False,
cg27170268,XRCC3,False,
cg27174108,C19orf33;YIF1B,False,
cg27176828,G0S2,False,
cg27177983,LGI2,False,
cg27183791,ANKRD11,False,
cg27203309,ALDH3A2,False,
cg27205159,-,False,
cg27209729,NRXN2,False,
cg27217555,C4orf10;NOP14,False,
cg27220660,MAZ,False,
cg27226927,DCXR,False,
cg27227317,-,False,
cg27231912,-,False,
cg27245817,AMBRA1,False,
cg27246129,DLL1,False,
cg27249419,ZNF397OS,False,
cg27262041,NAV2,False,
cg27270116,-,False,
cg27270968,-,False,
cg27280575,PLTP,False,
cg27281791,ZFPM2,False,
cg27285720,GBP4,False,
cg27286011,INF2,False,
cg27292079,CBFA2T3,False,
cg27292389,IL15RA,False,
cg27295342,-,False,
cg27305903,-,False,
cg27338089,MAZ,False,
cg27347104,VWF,False,
cg27362255,PGAM5,False,
cg27370104,TRERF1,False,
cg27383562,TFB1M;CLDN20,False,
cg27395066,ACBD4,False,
cg27399414,CLSTN1,False,
cg27404606,C20orf27,False,
cg27406919,-,False,
cg27433482,TRAF5,False,
cg27435138,KCNA7,False,
cg27442349,SIRT2;NFKBIB,False,
cg27447477,-,False,
cg27449824,-,False,
cg27461196,FXYD1,False,
cg27468224,-,False,
cg27469152,EPX,False,
cg27478863,-,False,
cg27485921,ATP6V1E2,False,
cg27496339,BLVRA,False,
cg27502580,MECOM,False,
cg27505036,CLCN7,False,
cg27513667,ANKRD11,False,
cg27521476,TLX1,False,
cg27528351,DDC,False,
cg27529037,PCIF1,False,
cg27530093,CCDC97,False,
cg27532187,RNF39,False,
cg27536559,-,False,
cg27537628,CCDC106,False,
cg27541048,GNB3,False,
cg27544046,VCAM1,False,
cg27550441,PARN,False,
cg27553947,CLSTN1,False,
cg27566842,ADARB2,False,
cg27573991,C1orf150,False,
cg27582527,-,False,
cg27585939,-,False,
cg27588384,LIMD1,False,
cg27590407,ZNF860;OSBPL10,False,
cg27601906,GEM,False,
cg27602386,-,False,
cg27606341,FYB,False,
cg27613172,HOXC8,False,
cg27616541,CNTNAP1,False,
cg27617775,-,False,
cg27629753,-,False,
cg27641961,ZNRF1,False,
cg27651039,-,False,
cg27657926,USP42,False,
ch.5.432310R,MYO10,False,
ch.6.107549394R,-,False,
