scope,cpg,gene,in_type2_panel,type2_match
all_tissues,cg15376996,SBF1,False,
all_tissues,cg15377871,CEBPE,False,
all_tissues,cg15382568,-,False,
all_tissues,cg15384453,-,False,
all_tissues,cg15396734,FAM90A13;FAM90A14,False,
all_tissues,cg15397740,SLIT1,False,
all_tissues,cg15412918,-,False,
all_tissues,cg15420926,EFR3A,False,
all_tissues,cg15447231,-,False,
all_tissues,cg15454598,C10orf57,False,
all_tissues,cg15456821,BEST1,False,
all_tissues,cg15457718,-,False,
all_tissues,cg15481370,-,False,
all_tissues,cg15482717,FADD,False,
all_tissues,cg15485700,-,False,
all_tissues,cg15488794,BCL2L1,False,
all_tissues,cg15491701,EBF3,False,
all_tissues,cg15520845,NUCKS1,False,
all_tissues,cg15527515,SLC7A8,False,
all_tissues,cg15553397,ST6GALNAC3,False,
all_tissues,cg15570966,ZNF700,False,
all_tissues,cg15583517,TMOD2,False,
all_tissues,cg15611151,HOXC4;HOXC5;HOXC6,False,
all_tissues,cg15613420,H2AFY,False,
all_tissues,cg15618758,ARID1B,False,
all_tissues,cg15652381,-,False,
all_tissues,cg15655655,SRI,False,
all_tissues,cg15658306,TREML2,False,
all_tissues,cg15659052,ELMO1,False,
all_tissues,cg15671688,MIR206,False,
all_tissues,cg15674432,SLC26A8,False,
all_tissues,cg15687973,PDE9A,False,
all_tissues,cg15693483,C7orf50,False,
all_tissues,cg15696662,C1orf190;POMGNT1,False,
all_tissues,cg15698299,ALAS1,False,
all_tissues,cg15699623,POU2F2,False,
all_tissues,cg15700022,PP14571;GPC1,False,
all_tissues,cg15700636,PRG2,False,
all_tissues,cg15702185,MIRLET7A3;LOC400931,False,
all_tissues,cg15704219,C10orf18,False,
all_tissues,cg15704662,-,False,
all_tissues,cg15708153,ZNF542,False,
all_tissues,cg15712226,SNRPF,False,
all_tissues,cg15722293,-,False,
all_tissues,cg15723784,SMAD3,False,
all_tissues,cg15736165,BNC1,False,
all_tissues,cg15736743,KLHL29,False,
all_tissues,cg15742737,SERTAD2,False,
all_tissues,cg15749260,ALMS1P,False,
all_tissues,cg15779716,CDCP1,False,
all_tissues,cg15787636,TBCD,False,
all_tissues,cg15792487,CHRNB1,False,
all_tissues,cg15815948,FAT1,False,
all_tissues,cg15817163,SFRS8,False,
all_tissues,cg15817440,C14orf37,False,
all_tissues,cg15818008,C11orf34,False,
all_tissues,cg15823502,-,False,
all_tissues,cg15825970,IFI30,False,
all_tissues,cg15829728,-,False,
all_tissues,cg15837233,TBR1,False,
all_tissues,cg15838173,FUT11,False,
all_tissues,cg15840418,-,False,
all_tissues,cg15840891,-,False,
all_tissues,cg15843331,VWCE,False,
all_tissues,cg15853299,TBCD,False,
all_tissues,cg15868692,COL4A2,False,
all_tissues,cg15878616,SUMO1P1,False,
all_tissues,cg15883603,SORBS2,False,
all_tissues,cg15896182,-,False,
all_tissues,cg15902864,-,False,
all_tissues,cg15908708,CXCR1,False,
all_tissues,cg15916004,GAL3ST3,False,
all_tissues,cg15916554,-,False,
all_tissues,cg15921911,-,False,
all_tissues,cg15925090,-,False,
all_tissues,cg15925695,DIXDC1,False,
all_tissues,cg15933729,-,False,
all_tissues,cg15935770,KIAA0247,False,
all_tissues,cg15935965,-,False,
all_tissues,cg15944766,-,False,
all_tissues,cg15945129,C7orf58,False,
all_tissues,cg15958289,DCPS,False,
all_tissues,cg15964468,ZSCAN12,False,
all_tissues,cg15965190,-,False,
all_tissues,cg15969431,-,False,
all_tissues,cg15976636,PACRG;PARK2,False,
all_tissues,cg15976883,-,False,
all_tissues,cg15980797,OLIG3,False,
all_tissues,cg15989926,-,False,
all_tissues,cg15998761,MFSD6,False,
all_tissues,cg16001422,PLEC1,False,
all_tissues,cg16015423,SYDE1,False,
all_tissues,cg16017578,-,False,
all_tissues,cg16027132,-,False,
all_tissues,cg16039724,PLAC8,False,
all_tissues,cg16050349,PIK3CB,False,
all_tissues,cg16051154,-,False,
all_tissues,cg16052972,SYN2,False,
all_tissues,cg16058600,NR4A2,False,
all_tissues,cg16059943,PRKCZ,False,
all_tissues,cg16062253,NOTCH4,False,
all_tissues,cg16077493,-,False,
all_tissues,cg16086130,ALDH1A3,False,
all_tissues,cg16090599,-,False,
all_tissues,cg16107105,KCNH2,False,
all_tissues,cg16114434,NRP2,False,
all_tissues,cg16131053,-,False,
all_tissues,cg16170936,SLC48A1,False,
all_tissues,cg16173109,-,False,
all_tissues,cg16177693,NR0B2,False,
all_tissues,cg16178353,-,False,
all_tissues,cg16184737,TTYH3,False,
all_tissues,cg16190510,SLC2A13,False,
all_tissues,cg16199747,-,False,
all_tissues,cg16201146,-,False,
all_tissues,cg16204618,ZNF320,False,
all_tissues,cg16206090,C18orf45,False,
all_tissues,cg16210842,-,False,
all_tissues,cg16230755,ADD3,False,
all_tissues,cg16231241,-,False,
all_tissues,cg16232234,-,False,
all_tissues,cg16236960,MGAT5,False,
all_tissues,cg16240480,EDARADD,False,
all_tissues,cg16246489,H2AFY,False,
all_tissues,cg16248287,C10orf140,False,
all_tissues,cg16251902,-,False,
all_tissues,cg16258076,HMSD,False,
all_tissues,cg16263722,MECR,False,
all_tissues,cg16294363,KCNQ4,False,
all_tissues,cg16299440,AGAP7,False,
all_tissues,cg16300565,ZFR,False,
all_tissues,cg16306654,ACOT7,False,
all_tissues,cg16313393,KCNG1,False,
all_tissues,cg16315262,HLA-DQB2,False,
all_tissues,cg16323609,PRKAR2A,False,
all_tissues,cg16328079,MAGI1,False,
all_tissues,cg16329589,-,False,
all_tissues,cg16336989,RGS6,False,
all_tissues,cg16337087,-,False,
all_tissues,cg16338313,RGS6,False,
all_tissues,cg16342439,-,False,
all_tissues,cg16347811,CHN2,False,
all_tissues,cg16355945,-,False,
all_tissues,cg16370556,RNF39,False,
all_tissues,cg16381059,NXN,False,
all_tissues,cg16384136,GABRG3,False,
all_tissues,cg16384774,FOXN3,False,
all_tissues,cg16386158,IL1RL1,True,IL1RL1
all_tissues,cg16387834,-,False,
all_tissues,cg16391608,SEMA4A,False,
all_tissues,cg16393715,MAD1L1,False,
all_tissues,cg16395997,WDR8,False,
all_tissues,cg16396191,KIAA0564,False,
all_tissues,cg16396488,PLA2G1B,False,
all_tissues,cg16397028,ZFHX3,False,
all_tissues,cg16398581,FGGY,False,
all_tissues,cg16402715,SRBD1,False,
all_tissues,cg16404170,FAM53B,False,
all_tissues,cg16407017,ZFYVE1,False,
all_tissues,cg16409452,EVL,False,
all_tissues,cg16411668,-,False,
all_tissues,cg16412914,AXIN1,False,
all_tissues,cg16413715,UNC5A,False,
all_tissues,cg16421411,C2orf48,False,
all_tissues,cg16426715,GRK6,False,
all_tissues,cg16431436,VCAN,False,
all_tissues,cg16434190,EHD1,False,
all_tissues,cg16437184,-,False,
all_tissues,cg16440561,SPEG,False,
all_tissues,cg16443148,CCDC78;HAGHL,False,
all_tissues,cg16449489,CHST15,False,
all_tissues,cg16453794,-,False,
all_tissues,cg16463700,SULT1C4,False,
all_tissues,cg16463880,ZBTB12,False,
all_tissues,cg16467854,-,False,
all_tissues,cg16469740,HDAC9,False,
all_tissues,cg16470423,-,False,
all_tissues,cg16473141,REC8,False,
all_tissues,cg16473762,ZNF831,False,
all_tissues,cg16477426,CKAP4,False,
all_tissues,cg16493071,CACNA1H,False,
all_tissues,cg16509777,SIX3,False,
all_tissues,cg16521643,-,False,
all_tissues,cg16523185,PEX10,False,
all_tissues,cg16527108,JAKMIP1,False,
all_tissues,cg16527441,DKFZp761E198,False,
all_tissues,cg16532016,C10orf53,False,
all_tissues,cg16532282,-,False,
all_tissues,cg16545218,-,False,
all_tissues,cg16547579,SLC23A2,False,
all_tissues,cg16547859,GLYATL2,False,
all_tissues,cg16565528,-,False,
all_tissues,cg16570917,PTPRF,False,
all_tissues,cg16578883,PDE4D,False,
all_tissues,cg16587616,KHDRBS2,False,
all_tissues,cg16591159,TGFB1I1,False,
all_tissues,cg16592121,BNIP3,False,
all_tissues,cg16592897,CYMP,False,
all_tissues,cg16604391,-,False,
all_tissues,cg16608596,-,False,
all_tissues,cg16611234,-,False,
all_tissues,cg16616599,DERA,False,
all_tissues,cg16617723,AQP4;C18orf16,False,
all_tissues,cg16619978,FOXF2,False,
all_tissues,cg16621855,ADCYAP1R1,False,
all_tissues,cg16625218,RBPMS,False,
all_tissues,cg16631384,EIF4E1B,False,
all_tissues,cg16636756,ITPRIP,False,
all_tissues,cg16644803,-,False,
all_tissues,cg16646726,-,False,
all_tissues,cg16654458,-,False,
all_tissues,cg16656895,EMX2;EMX2OS,False,
all_tissues,cg16662041,-,False,
all_tissues,cg16668359,-,False,
all_tissues,cg16683008,-,False,
all_tissues,cg16684117,MIR143;LOC728264,False,
all_tissues,cg16685313,-,False,
all_tissues,cg16694785,PRDM16,False,
all_tissues,cg16696002,DNM3,False,
all_tissues,cg16706546,IGF2BP2,False,
all_tissues,cg16714154,-,False,
all_tissues,cg16721359,-,False,
all_tissues,cg16721582,LRRC6,False,
all_tissues,cg16725984,C16orf55,False,
all_tissues,cg16728539,CACNA1C,False,
all_tissues,cg16729899,EIF3B,False,
all_tissues,cg16742874,-,False,
all_tissues,cg16745604,CASP10,False,
all_tissues,cg16761581,ADCY4,False,
all_tissues,cg16772514,C1QL1,False,
all_tissues,cg16786178,-,False,
all_tissues,cg16800111,-,False,
all_tissues,cg16802439,GALNS,False,
all_tissues,cg16804882,PDE7B,False,
all_tissues,cg16805291,-,False,
all_tissues,cg16805360,TBX5,False,
all_tissues,cg16815625,TRAPPC9,False,
all_tissues,cg16824584,-,False,
all_tissues,cg16833797,TMTC1,False,
all_tissues,cg16836589,CCNE1,False,
all_tissues,cg16844053,CUL1,False,
all_tissues,cg16845623,C3orf57,False,
all_tissues,cg16847695,TMEM90B,False,
all_tissues,cg16857641,MICALL2,False,
all_tissues,cg16869108,VHL,False,
all_tissues,cg16874347,REEP1,False,
all_tissues,cg16887334,OXT,False,
all_tissues,cg16896031,PPP2R2A,False,
all_tissues,cg16899991,-,False,
all_tissues,cg16900746,-,False,
all_tissues,cg16905199,-,False,
all_tissues,cg16905822,LARP4B,False,
all_tissues,cg16911214,RAPGEF5,False,
all_tissues,cg16922167,FGR,False,
all_tissues,cg16927379,TRAPPC9,False,
all_tissues,cg16928046,TBX21,False,
all_tissues,cg16935075,TPH1,False,
all_tissues,cg16942595,UST,False,
all_tissues,cg16945186,-,False,
all_tissues,cg16945415,-,False,
all_tissues,cg16973098,-,False,
all_tissues,cg16976499,SENP6,False,
all_tissues,cg16978168,EZR,False,
all_tissues,cg16978571,KCNK4;C11orf20,False,
all_tissues,cg16989117,COL9A2,False,
all_tissues,cg16989476,FHOD3,False,
all_tissues,cg16997314,CCNY,False,
all_tissues,cg17017284,USP21,False,
all_tissues,cg17029019,HIC1,False,
all_tissues,cg17033166,-,False,
all_tissues,cg17041511,-,False,
all_tissues,cg17051207,-,False,
all_tissues,cg17057663,-,False,
all_tissues,cg17062279,ITGAE,False,
all_tissues,cg17070988,-,False,
all_tissues,cg17080697,TRIM39,False,
all_tissues,cg17092519,-,False,
all_tissues,cg17094985,-,False,
all_tissues,cg17095147,WDR1,False,
all_tissues,cg17100158,ZNF385B,False,
all_tissues,cg17112949,EGLN1,False,
all_tissues,cg17113008,-,False,
all_tissues,cg17113158,RBL1,False,
all_tissues,cg17118095,FAM171A1,False,
all_tissues,cg17128947,CPLX1,False,
all_tissues,cg17136011,TACC2,False,
all_tissues,cg17139392,-,False,
all_tissues,cg17140222,RAB3B,False,
all_tissues,cg17149655,RORA,False,
all_tissues,cg17150663,KCP,False,
all_tissues,cg17158584,CTBP1,False,
all_tissues,cg17160984,-,False,
all_tissues,cg17167425,SH3PXD2A,False,
all_tissues,cg17168157,RGS22,False,
all_tissues,cg17168235,-,False,
all_tissues,cg17179881,BIK,False,
all_tissues,cg17181805,RBPMS,False,
all_tissues,cg17187287,UGT8,False,
all_tissues,cg17194270,SYNGR1,False,
all_tissues,cg17200768,-,False,
all_tissues,cg17202724,SMARCD2,False,
all_tissues,cg17207337,-,False,
all_tissues,cg17224181,-,False,
all_tissues,cg17246404,MAGI1,False,
all_tissues,cg17247190,-,False,
all_tissues,cg17247873,-,False,
all_tissues,cg17261675,C21orf29;KRTAP12-1,False,
all_tissues,cg17284609,SOX6,False,
all_tissues,cg17298326,-,False,
all_tissues,cg17298543,GNAI1,False,
all_tissues,cg17301248,NAA25,False,
all_tissues,cg17302292,-,False,
all_tissues,cg17311469,B4GALNT1,False,
all_tissues,cg17313269,TRIM38,False,
all_tissues,cg17314228,-,False,
all_tissues,cg17316078,-,False,
all_tissues,cg17329648,SFXN5,False,
all_tissues,cg17339794,KDM4B,False,
all_tissues,cg17342216,-,False,
all_tissues,cg17343167,N4BP3,False,
all_tissues,cg17351439,GPC6,False,
all_tissues,cg17369032,NGFR,False,
all_tissues,cg17372941,-,False,
all_tissues,cg17374802,EPX,False,
all_tissues,cg17383272,MYH14,False,
all_tissues,cg17389988,C7orf10,False,
all_tissues,cg17394530,-,False,
all_tissues,cg17413460,HAL,False,
all_tissues,cg17419049,-,False,
all_tissues,cg17427305,-,False,
all_tissues,cg17431358,-,False,
all_tissues,cg17446739,AIFM2,False,
all_tissues,cg17455297,-,False,
all_tissues,cg17457391,-,False,
all_tissues,cg17465423,ZNF385A,False,
all_tissues,cg17476271,FLI1,False,
all_tissues,cg17484771,-,False,
all_tissues,cg17496659,TP73,False,
all_tissues,cg17507887,TFAP2B,False,
all_tissues,cg17511968,-,False,
all_tissues,cg17515545,HPSE,False,
all_tissues,cg17521120,SIGLEC8,False,
all_tissues,cg17526229,-,False,
all_tissues,cg17534540,-,False,
all_tissues,cg17536595,RSPH9,False,
all_tissues,cg17540545,FXYD1,False,
all_tissues,cg17540765,RECQL5;LOC643008,False,
all_tissues,cg17555806,-,False,
all_tissues,cg17558547,SAP30L,False,
all_tissues,cg17571207,SYN3;TIMP3,False,
all_tissues,cg17572056,OSTalpha,False,
all_tissues,cg17594334,PLEKHH1,False,
all_tissues,cg17599241,VCAN,False,
all_tissues,cg17613911,STK32A,False,
all_tissues,cg17627967,ZNF341,False,
all_tissues,cg17636752,RUNX2,False,
all_tissues,cg17637175,-,False,
all_tissues,cg17638468,CD200R1,False,
all_tissues,cg17641649,-,False,
all_tissues,cg17645677,PPARGC1B,False,
all_tissues,cg17649385,-,False,
all_tissues,cg17651317,LRP5,False,
all_tissues,cg17655609,PKNOX2,False,
all_tissues,cg17674726,ITM2C,False,
all_tissues,cg17675724,TNXB,False,
all_tissues,cg17681750,MACROD1,False,
all_tissues,cg17682828,FXYD1;FXYD7,False,
all_tissues,cg17709804,-,False,
all_tissues,cg17717282,C4orf22,False,
all_tissues,cg17718703,LRRC8D,False,
all_tissues,cg17722086,-,False,
all_tissues,cg17723653,SYNPO2L,False,
all_tissues,cg17729941,C1orf77;S100A13,False,
all_tissues,cg17737835,CACNA2D4,False,
all_tissues,cg17739428,-,False,
all_tissues,cg17774559,IRX4,False,
all_tissues,cg17781958,BAHCC1,False,
all_tissues,cg17795059,FAM118A,False,
all_tissues,cg17806401,LYN,False,
all_tissues,cg17806847,-,False,
all_tissues,cg17848003,LRRC47,False,
all_tissues,cg17851657,ZNF3,False,
all_tissues,cg17859772,PRPH2,False,
all_tissues,cg17861295,ZNF879,False,
all_tissues,cg17888090,PTGER3,False,
all_tissues,cg17889831,DSTYK,False,
all_tissues,cg17891928,ST6GALNAC3,False,
all_tissues,cg17894318,SOX2OT,False,
all_tissues,cg17903019,FBXL18,False,
all_tissues,cg17914838,-,False,
all_tissues,cg17918090,RCC2,False,
all_tissues,cg17927096,-,False,
all_tissues,cg17928819,C8orf71,False,
all_tissues,cg17932662,PTPN7,False,
all_tissues,cg17932911,ERLIN1,False,
all_tissues,cg17936236,CREG1,False,
all_tissues,cg17942851,C1orf113,False,
all_tissues,cg17959183,RAB10,False,
all_tissues,cg17961200,CEL,False,
all_tissues,cg17962047,-,False,
all_tissues,cg17962527,LOC116437,False,
all_tissues,cg17966227,-,False,
all_tissues,cg17966344,-,False,
all_tissues,cg17971251,SEC16B,False,
all_tissues,cg17971837,PVALB,False,
all_tissues,cg17982102,RAB31,False,
all_tissues,cg17983632,-,False,
all_tissues,cg17988187,LOC100189589,False,
all_tissues,cg18001180,KCNK17,False,
all_tissues,cg18015301,AMPH,False,
all_tissues,cg18017853,RAB27A,False,
all_tissues,cg18023724,NAF1,False,
all_tissues,cg18036734,B4GALT7,False,
all_tissues,cg18039042,TSPAN9,False,
all_tissues,cg18049474,RASA3,False,
all_tissues,cg18059464,GPR123,False,
all_tissues,cg18073423,-,False,
all_tissues,cg18086635,FAM59A,False,
all_tissues,cg18087306,LMNB2,False,
all_tissues,cg18092095,PTOV1,False,
all_tissues,cg18100045,-,False,
all_tissues,cg18105725,SLC22A1,False,
all_tissues,cg18109798,SLCO1C1,False,
all_tissues,cg18110553,SAMD4A,False,
all_tissues,cg18115244,-,False,
all_tissues,cg18115766,RPL15,False,
all_tissues,cg18116418,LCE3D,False,
all_tissues,cg18121981,-,False,
all_tissues,cg18124852,-,False,
all_tissues,cg18127395,DYNC1I1,False,
all_tissues,cg18149207,RORC,True,RORC
all_tissues,cg18151262,MIDN,False,
all_tissues,cg18154417,-,False,
all_tissues,cg18160614,-,False,
all_tissues,cg18166564,SNORD115-10;SNORD115-42,False,
all_tissues,cg18169971,H2AFY,False,
all_tissues,cg18172833,-,False,
all_tissues,cg18172877,IRX4,False,
all_tissues,cg18174402,CAD,False,
all_tissues,cg18177616,IRAK3,False,
all_tissues,cg18182566,MTA1,False,
all_tissues,cg18185596,-,False,
all_tissues,cg18200326,FHOD1;SLC9A5,False,
all_tissues,cg18201630,ATP2A3,False,
all_tissues,cg18245230,DNAJB6,False,
all_tissues,cg18246056,CLDN18,False,
all_tissues,cg18253113,SLC12A8,False,
all_tissues,cg18254848,CLC,False,
all_tissues,cg18255595,GJA3,False,
all_tissues,cg18272538,-,False,
all_tissues,cg18278943,-,False,
all_tissues,cg18279337,MYO5C,False,
all_tissues,cg18286501,TMEM26,False,
all_tissues,cg18287768,TNFAIP3,False,
all_tissues,cg18289141,-,False,
all_tissues,cg18297196,TREML2,False,
all_tissues,cg18300285,HSPA12A,False,
all_tissues,cg18302933,-,False,
all_tissues,cg18311400,HERC2,False,
all_tissues,cg18313899,SLC35F1,False,
all_tissues,cg18315834,MTHFD1,False,
all_tissues,cg18318142,-,False,
all_tissues,cg18319612,-,False,
all_tissues,cg18337287,ARID3A,False,
all_tissues,cg18338021,GZMM,False,
all_tissues,cg18341491,POSTN,False,
all_tissues,cg18345635,SLC16A3,False,
all_tissues,cg18347010,-,False,
all_tissues,cg18347442,-,False,
all_tissues,cg18348836,HOOK1,False,
all_tissues,cg18366455,SOX2OT,False,
all_tissues,cg18366919,EPHX3,False,
all_tissues,cg18372548,STIM2,False,
all_tissues,cg18372930,-,False,
all_tissues,cg18373580,-,False,
all_tissues,cg18393175,-,False,
all_tissues,cg18395636,RAB38,False,
all_tissues,cg18406492,STAR,False,
all_tissues,cg18423737,-,False,
all_tissues,cg18429196,EIF4H,False,
all_tissues,cg18446916,SYNPO,False,
all_tissues,cg18455523,-,False,
all_tissues,cg18456459,RAB31,False,
all_tissues,cg18459618,RNF135,False,
all_tissues,cg18460809,BAG2,False,
all_tissues,cg18462898,LOC729991-MEF2B;MEF2B,False,
all_tissues,cg18470593,CC2D2A,False,
all_tissues,cg18473033,NXPH3,False,
all_tissues,cg18473733,KLF2,False,
all_tissues,cg18492799,-,False,
all_tissues,cg18498263,TTC7B,False,
all_tissues,cg18500830,CAMK1D,False,
all_tissues,cg18502618,COL18A1,False,
all_tissues,cg18512948,REC8,False,
all_tissues,cg18517055,WDR45L,False,
all_tissues,cg18520238,PRR5L,False,
all_tissues,cg18520851,CDO1,False,
all_tissues,cg18542304,IGF1R,False,
all_tissues,cg18550847,EVL,False,
all_tissues,cg18556788,L3MBTL4,False,
all_tissues,cg18559348,MYBPC2,False,
all_tissues,cg18560936,-,False,
all_tissues,cg18562243,SOX2OT,False,
all_tissues,cg18571126,BAHD1,False,
all_tissues,cg18576835,-,False,
all_tissues,cg18580274,-,False,
all_tissues,cg18582010,ASAP1,False,
all_tissues,cg18597415,CLC,False,
all_tissues,cg18599790,ZNF492,False,
all_tissues,cg18603838,PRLR,False,
all_tissues,cg18625916,-,False,
all_tissues,cg18631301,FBXL7,False,
all_tissues,cg18631996,-,False,
all_tissues,cg18642234,GPX1,False,
all_tissues,cg18648031,-,False,
all_tissues,cg18650626,MAD1L1,False,
all_tissues,cg18651470,-,False,
all_tissues,cg18660345,MYL9,False,
all_tissues,cg18666454,KCNH2,False,
all_tissues,cg18672389,FAM101A,False,
all_tissues,cg18683047,DLK2,False,
all_tissues,cg18688704,PDGFC,False,
all_tissues,cg18696348,-,False,
all_tissues,cg18708252,CBX7,False,
all_tissues,cg18711683,SDK1,False,
all_tissues,cg18715793,PLIN4,False,
all_tissues,cg18739374,ARHGAP11B,False,
all_tissues,cg18740289,-,False,
all_tissues,cg18744792,CTBP2,False,
all_tissues,cg18748062,DAPK3,False,
all_tissues,cg18748064,ATP11A,False,
all_tissues,cg18767846,-,False,
all_tissues,cg18767920,INO80C,False,
all_tissues,cg18768157,FZD8,False,
all_tissues,cg18771937,MIR196A2,False,
all_tissues,cg18777299,STIM2,False,
all_tissues,cg18782604,SIM1,False,
all_tissues,cg18786171,ADK,False,
all_tissues,cg18787437,-,False,
all_tissues,cg18793215,CRABP2,False,
all_tissues,cg18795461,-,False,
all_tissues,cg18805457,TCERG1,False,
all_tissues,cg18805734,FAM60A,False,
all_tissues,cg18807466,AKAP5,False,
all_tissues,cg18827332,-,False,
all_tissues,cg18830993,PELI2,False,
all_tissues,cg18835596,MYB,False,
all_tissues,cg18855104,-,False,
all_tissues,cg18869840,TCF7L1,False,
all_tissues,cg18883951,SCNN1A,False,
all_tissues,cg18899117,PARD3B,False,
all_tissues,cg18899777,GRHL2,False,
all_tissues,cg18904552,TNKS2,False,
all_tissues,cg18906360,DHRS7,False,
all_tissues,cg18915009,SNORD115-48,False,
all_tissues,cg18916922,-,False,
all_tissues,cg18919106,EFR3A,False,
all_tissues,cg18919660,FLRT2,False,
all_tissues,cg18931760,EIF3M,False,
all_tissues,cg18933685,SDK1,False,
all_tissues,cg18936502,-,False,
all_tissues,cg18944099,C6orf47,False,
all_tissues,cg18972013,GAA,False,
all_tissues,cg18981338,DHRS4;C14orf167,False,
all_tissues,cg18995042,-,False,
all_tissues,cg18998911,TAGLN3,False,
all_tissues,cg19005210,TREML2,False,
all_tissues,cg19015086,SEC14L2,False,
all_tissues,cg19022446,-,False,
all_tissues,cg19024632,KCNS3,False,
all_tissues,cg19034028,CDH3,False,
all_tissues,cg19035788,-,False,
all_tissues,cg19037107,ACAD8,False,
all_tissues,cg19055323,KRTAP4-1,False,
all_tissues,cg19056772,FGF11,False,
all_tissues,cg19061112,NUAK1,False,
all_tissues,cg19071976,TNXB,False,
all_tissues,cg19074292,-,False,
all_tissues,cg19074393,EBF3,False,
all_tissues,cg19078576,BASP1;LOC285696,False,
all_tissues,cg19082560,-,False,
all_tissues,cg19083977,-,False,
all_tissues,cg19095568,DNAJC17;C15orf62,False,
all_tissues,cg19097880,-,False,
all_tissues,cg19102412,LOC84931,False,
all_tissues,cg19114543,CCDC12,False,
all_tissues,cg19115690,ECHS1,False,
all_tissues,cg19132069,ESAM,False,
all_tissues,cg19161424,FMN1,False,
all_tissues,cg19164987,HOXC4;HOXC5;HOXC6,False,
all_tissues,cg19165640,ECE1,False,
all_tissues,cg19168556,-,False,
all_tissues,cg19174165,USP28,False,
all_tissues,cg19176541,ENOX1,False,
all_tissues,cg19180698,-,False,
all_tissues,cg19180827,MSH2,False,
all_tissues,cg19190269,SNX22,False,
all_tissues,cg19192065,LOC100188947,False,
all_tissues,cg19193595,SMAD3,False,
all_tissues,cg19199204,HCG9,False,
all_tissues,cg19205064,ZBTB22,False,
all_tissues,cg19216994,RPLP2;SNORA52,False,
all_tissues,cg19227170,WFIKKN1,False,
all_tissues,cg19233663,-,False,
all_tissues,cg19235065,MUTYH,False,
all_tissues,cg19236794,FAM132A,False,
all_tissues,cg19243780,UBE2E2,False,
all_tissues,cg19245381,ADORA2B,False,
all_tissues,cg19252108,TEKT2;ADPRHL2,False,
all_tissues,cg19257356,-,False,
all_tissues,cg19267254,CASP9,False,
all_tissues,cg19269426,GGPS1,False,
all_tissues,cg19282952,-,False,
all_tissues,cg19284277,SLC16A3,False,
all_tissues,cg19291576,-,False,
all_tissues,cg19300923,PRDM2,False,
all_tissues,cg19303524,GRIP1,False,
all_tissues,cg19304407,RBBP8,False,
all_tissues,cg19305527,CUL3,False,
all_tissues,cg19328051,-,False,
all_tissues,cg19330334,IQGAP1,False,
all_tissues,cg19334657,-,False,
all_tissues,cg19340455,C7orf50;GPR146,False,
all_tissues,cg19349999,RNASEH2B,False,
all_tissues,cg19357305,CBFA2T2,False,
all_tissues,cg19366479,NR1H2,False,
all_tissues,cg19369262,SDK1,False,
all_tissues,cg19370084,-,False,
all_tissues,cg19375539,-,False,
all_tissues,cg19378216,C20orf114,False,
all_tissues,cg19378631,COMMD3,False,
all_tissues,cg19390658,GARS,False,
all_tissues,cg19391527,PNOC,False,
all_tissues,cg19399220,-,False,
all_tissues,cg19399653,CEACAM8,False,
all_tissues,cg19403029,SOX7,False,
all_tissues,cg19407385,-,False,
all_tissues,cg19411557,-,False,
all_tissues,cg19413350,-,False,
all_tissues,cg19414302,ACAP3,False,
all_tissues,cg19416326,RNF44,False,
all_tissues,cg19434937,LPCAT3,False,
all_tissues,cg19440734,CAMP,False,
all_tissues,cg19459207,EMB,False,
all_tissues,cg19468534,OIP5;NUSAP1,False,
all_tissues,cg19480750,-,False,
all_tissues,cg19483007,WWTR1,False,
all_tissues,cg19488206,STK25,False,
all_tissues,cg19505546,-,False,
all_tissues,cg19506849,TCF7L2,False,
all_tissues,cg19510942,-,False,
all_tissues,cg19521927,PLA2G5,False,
all_tissues,cg19528654,AIP,False,
all_tissues,cg19529732,DIABLO,False,
all_tissues,cg19544746,ACOX3,False,
all_tissues,cg19547293,WWTR1,False,
all_tissues,cg19550524,-,False,
all_tissues,cg19561972,-,False,
all_tissues,cg19574327,-,False,
all_tissues,cg19579160,ZAK,False,
all_tissues,cg19583076,CD79A,False,
all_tissues,cg19586027,ZFP36L1,False,
all_tissues,cg19589922,-,False,
all_tissues,cg19599386,SLC20A1,False,
all_tissues,cg19599611,AQR,False,
all_tissues,cg19607845,FBXO9,False,
all_tissues,cg19609644,-,False,
all_tissues,cg19613194,NBEA,False,
all_tissues,cg19618279,COASY,False,
all_tissues,cg19627006,CAPG,False,
all_tissues,cg19627034,-,False,
all_tissues,cg19627549,-,False,
all_tissues,cg19632635,-,False,
all_tissues,cg19640821,LRRC25,False,
all_tissues,cg19650253,PTGDR,False,
all_tissues,cg19656282,TLX2,False,
all_tissues,cg19669785,-,False,
all_tissues,cg19671331,-,False,
all_tissues,cg19676182,CCDC149,False,
all_tissues,cg19676553,BRF1,False,
all_tissues,cg19679544,GABRA5,False,
all_tissues,cg19690403,-,False,
all_tissues,cg19694798,LGALS7,False,
all_tissues,cg19697558,GRHL3,False,
all_tissues,cg19698993,ZNF238,False,
all_tissues,cg19699140,LECT1,False,
all_tissues,cg19704630,-,False,
all_tissues,cg19709355,RARA,False,
all_tissues,cg19710238,-,False,
all_tissues,cg19713460,SYNGR1,False,
all_tissues,cg19718359,-,False,
all_tissues,cg19719915,-,False,
all_tissues,cg19726712,LAPTM4B,False,
all_tissues,cg19735804,-,False,
all_tissues,cg19739126,-,False,
all_tissues,cg19739468,WHSC2,False,
